loan_id,funded_amount,funded_date,duration_years,duration_months,_10_yr_treasury_index_date_funded,interest_rate_percent,interest_rate,payments,total_past_payments,loan_balance,property_value,purpose,firstname,middlename,lastname,social,phone,title,employment_length,building_class_category,tax_class_at_present,building_class_at_present,address_1,address_2,zip_code,city,state,total_units,land_square_feet,gross_square_feet,tax_class_at_time_of_sale
LL0000976,1510000.0,2014-10-28,30,360,2.3,3.899,0.03898,7120.46,62,1068531.49,1724550.0,commerical property,Ethan,Mason,Davis,548-41-5171,679-974-2132,Senior Vice President,4,04 TAX CLASS 1 CONDOS,1C,R6,403 PACIFIC STREET,2,10008,New York City,NY,1,0.0,0.0,1
LL0001373,1490000.0,2017-01-25,15,180,2.5116,3.81,0.0381,10880.02,35,1109199.28,1723550.0,investment property,James,Jacob,Le,307-73-4310,652-583-5167,CEO,7,07 RENTALS - WALKUP APARTMENTS,2A,C3,2093 DEAN STREET,4,10177,New York City,NY,4,3238.0,3168.0,2
LL0000576,1650000.0,2019-05-04,30,360,2.54,4.138,0.04138,8009.19,7,1593935.69,1722100.0,investment property,Evan,Jeremiah,Goodson,213-36-8985,400-195-5936,Sales Manager,18,04 TAX CLASS 1 CONDOS,1A,R3,5616 18TH   AVENUE,1,10105,New York City,NY,1,0.0,0.0,1
LL0000213,1550000.0,2017-04-07,30,360,2.3822,3.981,0.03981,7382.97,32,1313745.0,1719950.0,home,Kelly,Alanna,Gibbs,717-41-0752,758-508-9854,finance director,10,13 CONDOS - ELEVATOR APARTMENTS,2,R4,150 EAST 85TH STREET,11E,10034,New York City,NY,1,,,2
LL0001156,1610000.0,2014-01-23,30,360,2.79,4.388,0.04388,8050.84,71,1038390.19,1718450.0,investment property,Delilah,Ava,Cole,564-11-0764,701-510-7424,Driver,8,13 CONDOS - ELEVATOR APARTMENTS,2,R4,305 WEST 143RD STREET,5,10104,New York City,NY,1,,,2
LL0001514,1590000.0,2013-01-01,30,360,1.78,3.378,0.03378,7031.97,84,999314.49,1717800.0,investment property,Josue,Raymond,Carey,137-71-7708,915-340-2687,Executive Creative Producer,8,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,248 17TH STREET,4,10176,New York City,NY,1,0.0,0.0,2
LL0000394,1430000.0,2014-02-08,30,360,2.71,4.309,0.04309,7084.22,70,934104.54,1717650.0,commerical property,Myles,Kyrie,Chastain,741-08-0462,692-019-2156,Vice President Operations,6,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,96 LEFFERTS PLACE,2,10112,New York City,NY,1,0.0,0.0,2
LL0001202,1520000.0,2015-10-05,30,360,2.07,3.669,0.03668,6968.82,50,1171559.05,1717450.0,home,Jace,Robert,Beckman,581-24-2256,348-883-5511,Owner,12,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,396 LEFFERTS AVENUE,4,10018,New York City,NY,1,0.0,0.0,2
LL0000240,1610000.0,2017-06-16,30,360,2.1514,3.75,0.0375,7456.16,30,1386315.17,1716450.0,investment property,Journey,Vera,Brewer,873-32-1896,620-483-2144,Engineer,11,07 RENTALS - WALKUP APARTMENTS,2A,C2,642 EAST 96TH   STREET,6,10120,New York City,NY,6,3575.0,5560.0,2
LL0000386,1430000.0,2014-03-26,30,360,2.71,4.309,0.04309,7084.22,69,941188.76,1715350.0,home,Millie,Lauryn,Tyler,678-92-0785,454-802-6441,Pilot,8,13 CONDOS - ELEVATOR APARTMENTS,2,R4,201 EAST 36TH   STREET,11E,10009,New York City,NY,1,,,2
LL0000666,1440000.0,2014-11-01,30,360,2.35,3.949,0.03949,6832.51,62,1016384.46,1714350.0,investment property,Ella,Miracle,Jackson,329-79-2895,828-420-1648,Owner,12,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,162 MONROE STREET,3,10023,New York City,NY,1,0.0,0.0,2
LL0001612,1610000.0,2014-04-26,30,360,2.68,4.278,0.04278,7946.65,68,1069628.1,1713800.0,home,Tessa,Vivienne,Lane,254-07-7067,635-120-1709,Chief Executive Officer,14,12 CONDOS - WALKUP APARTMENTS,2,R2,360 COURT STREET,19,10112,New York City,NY,1,0.0,0.0,2
LL0000305,1550000.0,2017-08-10,30,360,2.1975,3.796,0.03796,7218.81,28,1347873.32,1713700.0,home,Amelia,Ava,Stanley,932-98-2568,433-311-3321,"VP, Group Account Director",10,04 TAX CLASS 1 CONDOS,1C,R6,45-03 20TH   ROAD,1,10102,New York City,NY,1,,,1
LL0000405,1560000.0,2014-11-25,30,360,2.27,3.868,0.03868,7329.45,61,1112903.32,1713150.0,home,Ethan,Carlos,Burr,881-55-2417,460-908-9371,ceo,17,04 TAX CLASS 1 CONDOS,1A,R3,20 JACKSON PLACE,3,10260,New York City,NY,1,0.0,0.0,1
LL0000209,1584000.0,2019-07-08,30,360,2.05,3.648,0.03648,7244.37,5,1547778.13,1712850.0,investment property,Miles,Camden,Graham,128-88-5799,421-805-0745,Pilot,2,14 RENTALS - 4-10 UNIT,2A,S9,2901 AVENUE D,5,10007,New York City,NY,6,1800.0,3300.0,2
LL0001263,1524000.0,2016-04-28,30,360,1.84,3.439,0.03438,6790.81,44,1225204.53,1711150.0,commerical property,Fernando,Erick,May,240-76-8164,808-414-1699,Client Relationship Director,12,02 TWO FAMILY DWELLINGS,1,S2,1780 NOSTRAND AVENUE,5,10029,New York City,NY,3,2000.0,3300.0,1
LL0001729,1512000.0,2015-09-16,30,360,2.3,3.899,0.03898,7129.89,51,1148375.56,1710400.0,home,Maddison,Kaydence,Rhodes,416-92-3148,506-335-1756,Senior Loan Officer,13,07 RENTALS - WALKUP APARTMENTS,2A,C3,61-15 165TH STREET,4,10108,New York City,NY,4,4000.0,3096.0,2
LL0000093,1536000.0,2013-10-09,30,360,2.68,4.279,0.04278,7581.4,74,974976.69,1709750.0,commerical property,Olivia,Elizabeth,Foley,717-05-0504,572-078-3167,originator,12,04 TAX CLASS 1 CONDOS,1C,R6,171 GREENE AVENUE,2,10165,New York City,NY,1,0.0,0.0,1
LL0000875,1450000.0,2015-08-22,30,360,2.05,3.649,0.03649,6632.35,52,1105118.0,1709650.0,home,Camden,Ezra,Mattson,273-49-2461,348-960-1310,Director,1,04 TAX CLASS 1 CONDOS,1C,R6,1634 57TH   STREET,1,10249,New York City,NY,1,0.0,0.0,1
LL0000748,1520000.0,2016-04-06,15,180,1.76,3.059,0.03058,10539.29,44,1056271.1,1708250.0,commerical property,Jorge,Elliott,Lara,104-71-3893,232-981-3822,Executive Director,14,13 CONDOS - ELEVATOR APARTMENTS,2,R4,24 BRADHURST AVENUE,4,10036,New York City,NY,1,,,2
LL0000149,1512000.0,2015-11-05,15,180,2.26,3.559,0.03558,10852.14,49,980245.1,1707900.0,investment property,William,Leonel,Williams,911-73-5303,468-108-8209,Associate Vice President,7,13 CONDOS - ELEVATOR APARTMENTS,2,R4,209-90 23RD   AVENUE,10C,10034,New York City,NY,1,,,2
LL0000376,1500000.0,2015-03-22,30,360,1.93,3.529,0.03529,6759.98,57,1114681.37,1707300.0,commerical property,David,Matthew,Chandler,492-18-6924,351-239-3316,"Director, User Experience",6,07 RENTALS - WALKUP APARTMENTS,2A,C3,77 EAST 51ST   STREET,4,10104,New York City,NY,4,2950.0,3696.0,2
LL0001709,1670000.0,2018-01-09,30,360,2.55,4.148,0.04148,8115.98,23,1483332.41,1706100.0,investment property,Roman,Theodore,Simmons,260-22-7176,381-648-6421,Dentist,17,07 RENTALS - WALKUP APARTMENTS,2A,C3,1010 NEW YORK AVENUE,4,10004,New York City,NY,4,2698.0,3198.0,2
LL0001025,1660000.0,2017-06-25,30,360,2.1423,3.741,0.03741,7679.24,30,1429622.69,1706000.0,home,Damien,Eduardo,Burton,441-54-4385,683-326-1832,Ophthalmologist/Eye Surgeon,6,04 TAX CLASS 1 CONDOS,1C,R6,1548 53RD STREET,1,10165,New York City,NY,1,0.0,0.0,1
LL0001484,1540000.0,2017-07-02,30,360,2.3037,3.902,0.03902,7265.45,29,1329301.81,1705650.0,home,Kenneth,Johnny,Graf,422-85-7740,961-626-8967,Registered nurse,10,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,543 BROOKLYN AVENUE,3,10154,New York City,NY,1,0.0,0.0,2
LL0001530,1480000.0,2014-03-24,30,360,2.74,4.339,0.04339,7358.03,69,972295.96,1705450.0,home,Abigail,Mia,Shelton,868-52-8062,268-105-5709,Managing Director,11,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,1420 56TH STREET,1,10055,New York City,NY,1,0.0,0.0,2
LL0000562,1584000.0,2019-12-07,30,360,1.84,3.438,0.03438,7058.16,0,1584000.0,1705250.0,investment property,Eva,Abigail,Wood,301-03-8881,628-510-4142,Director of Engineering,12,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,92 HOWARD AVENUE,1,10172,New York City,NY,1,0.0,0.0,2
LL0000087,1620000.0,2018-08-18,30,360,2.87,4.468,0.04468,8177.53,16,1489159.54,1705050.0,home,Jensen,Derrick,Brown,640-76-2198,777-395-6038,VP Product Development,1,04 TAX CLASS 1 CONDOS,1C,R6,67 JEFFERSON AVENUE,3,10032,New York City,NY,1,0.0,0.0,1
LL0000072,1510000.0,2015-11-24,30,360,2.24,3.839,0.03838,7068.66,49,1163635.65,1704950.0,home,Vincent,Nathaniel,Ojeda,406-33-1358,373-516-0950,Resident Director/ Financial Advisor,16,13 CONDOS - ELEVATOR APARTMENTS,2,R4,131-03 40TH   ROAD,12Y,10121,New York City,NY,1,,,2
LL0001725,1690000.0,2019-03-14,30,360,2.63,4.228,0.04228,8292.03,9,1615371.71,1704650.0,investment property,Roman,Xavier,Ham,125-20-3283,737-224-7977,Partner / Attorney,14,13 CONDOS - ELEVATOR APARTMENTS,2,R4,330 EAST 75TH STREET,10K,10177,New York City,NY,1,,,2
LL0000164,1560000.0,2012-02-03,30,360,1.97,3.568,0.03568,7064.45,94,895942.07,1704450.0,investment property,Madilynn,Liana,Solis,562-16-9952,293-118-9065,Head of Business Agility,14,07 RENTALS - WALKUP APARTMENTS,2A,C3,126 EAST 95TH STREET,4,10081,New York City,NY,4,2500.0,3198.0,2
LL0001285,1640000.0,2016-07-06,30,360,1.38,2.978,0.02978,6894.86,41,1357310.64,1703700.0,commerical property,Cash,Dallas,Petersen,845-12-1424,537-638-7162,Vice President - Sales,13,04 TAX CLASS 1 CONDOS,1C,R6,551 RUGBY ROAD,1,10002,New York City,NY,1,0.0,0.0,1
LL0001367,1570000.0,2012-09-10,30,360,1.68,3.278,0.03278,6856.89,87,973450.63,1703450.0,investment property,Mae,Meredith,Charles,254-09-6586,954-707-9224,Chief Operations Officer,16,07 RENTALS - WALKUP APARTMENTS,2A,C2,636 WILSON AVENUE,6,10119,New York City,NY,6,2500.0,4875.0,2
LL0001384,1620000.0,2018-09-21,30,360,3.07,4.668,0.04668,8370.8,15,1494437.97,1703350.0,commerical property,Caiden,Donovan,Douglas,543-67-6946,877-535-8205,GM,4,04 TAX CLASS 1 CONDOS,1C,R6,1637 43RD STREET,1,10166,New York City,NY,1,0.0,0.0,1
LL0001143,1600000.0,2017-08-26,30,360,2.1659,3.764,0.03764,7422.57,28,1392168.16,1702900.0,investment property,Maggie,Haley,Austin,277-83-5642,474-747-1404,Finance Director,5,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,83 HALSEY STREET,1,10005,New York City,NY,1,0.0,0.0,2
LL0000515,1530000.0,2017-02-23,30,360,2.372,3.971,0.0397,7278.02,34,1282547.43,1702100.0,investment property,Leo,Zachary,Sullivan,752-88-4790,665-533-5357,President,14,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,396 LEFFERTS AVENUE,1,10018,New York City,NY,1,0.0,0.0,2
LL0000778,1490000.0,2018-06-07,30,360,2.93,4.529,0.04529,7575.31,18,1353644.47,1698650.0,home,Elliott,Derek,Silva,693-36-7442,661-772-1720,medical director,4,13 CONDOS - ELEVATOR APARTMENTS,2,R4,340 WEST 86TH   STREET,11F,10019,New York City,NY,1,,,2
LL0000229,1440000.0,2012-06-23,30,360,1.69,3.289,0.03289,6297.83,90,873194.85,1697400.0,commerical property,Cruz,Julius,Castaneda,957-35-1729,706-629-4694,Certified Welding Inspector,9,04 TAX CLASS 1 CONDOS,1C,R6,1067 GREENE AVENUE,2,10023,New York City,NY,1,0.0,0.0,1
LL0000452,1512000.0,2013-03-23,30,360,1.93,3.529,0.03528,6813.21,81,960129.98,1695750.0,investment property,Callie,Angela,Hart,883-00-6396,334-319-8669,"Area Director, Sales",5,04 TAX CLASS 1 CONDOS,1A,R3,1633 43RD   STREET,3,10151,New York City,NY,1,0.0,0.0,1
LL0001512,1520000.0,2016-12-22,30,360,2.5515,4.15,0.0415,7388.77,36,1254004.26,1695250.0,home,Brinley,Aleah,Burgess,122-05-1332,812-668-9984,Financial Advisor,16,04 TAX CLASS 1 CONDOS,1C,R6,5714 18TH   AVENUE,2,10044,New York City,NY,1,0.0,0.0,1
LL0001726,1570000.0,2013-02-26,30,360,1.88,3.478,0.03478,7030.74,82,993479.72,1695000.0,commerical property,Joel,Jude,Black,895-40-6467,335-009-8520,AML Investigator,2,04 TAX CLASS 1 CONDOS,1C,R6,5516 12TH AVENUE,2,10112,New York City,NY,1,0.0,0.0,1
LL0001176,1530000.0,2014-04-05,30,360,2.74,4.339,0.04338,7605.71,68,1012811.64,1694850.0,investment property,Joshua,Joseph,Phelps,517-09-3239,611-238-3002,Chiarman & CEO,13,12 CONDOS - WALKUP APARTMENTS,2,R2,360 COURT STREET,12,10116,New York City,NY,1,0.0,0.0,2
LL0001492,1510000.0,2016-08-10,15,180,1.5,2.799,0.02798,10281.71,40,1098731.52,1691950.0,investment property,Aubree,Harper,Bennett,565-36-5004,716-702-1698,Global marketing director,11,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,1156 45TH   STREET,4,10016,New York City,NY,1,0.0,0.0,2
LL0001730,1520000.0,2017-03-03,30,360,2.478,4.077,0.04076,7323.47,33,1278325.53,1691700.0,home,Maddox,Travis,Laws,193-53-0470,327-515-6147,Sr. Mortgage Banker,2,04 TAX CLASS 1 CONDOS,1C,R6,45-03 20TH ROAD,2,10001,New York City,NY,1,,,1
LL0000448,1440000.0,2012-10-18,30,360,1.86,3.459,0.03459,6433.33,86,886733.46,1691550.0,commerical property,Nadia,Kyleigh,Padilla,615-69-7707,364-670-6360,National Surgical Consultant,4,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,1775 EAST 17TH STREET,2,10249,New York City,NY,1,0.0,0.0,2
LL0001595,1560000.0,2012-11-04,30,360,1.75,3.348,0.03348,6873.41,85,975760.4,1690700.0,home,Braelynn,Jayda,Logan,708-69-1476,707-367-4206,Executive,3,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,3931 NEW UTRECHT AVENUE,4,10173,New York City,NY,1,0.0,0.0,2
LL0000839,1430000.0,2015-08-19,30,360,2.12,3.719,0.03719,6597.42,52,1086933.97,1689800.0,commerical property,Itzel,Virginia,Lindsey,776-52-6840,845-059-7478,Executive,9,04 TAX CLASS 1 CONDOS,1C,R6,1264 49TH   STREET,1,10122,New York City,NY,1,0.0,0.0,1
LL0001039,1460000.0,2014-01-05,30,360,3.01,4.609,0.04609,7492.46,71,928035.15,1689350.0,home,Landon,Wyatt,Garrison,918-99-8956,221-838-2467,Hospitalist,6,04 TAX CLASS 1 CONDOS,1A,R3,31 COVERT STREET,1,10003,New York City,NY,1,0.0,0.0,1
LL0001505,1452000.0,2016-11-14,30,360,2.2614,3.86,0.0386,6815.39,37,1199830.56,1689150.0,investment property,Samuel,Jayden,Harris,451-73-3885,247-173-7315,Director,12,04 TAX CLASS 1 CONDOS,1C,R6,67 JEFFERSON AVENUE,2,10120,New York City,NY,1,0.0,0.0,1
LL0000807,1464000.0,2017-08-23,30,360,2.166,3.765,0.03765,6792.48,28,1273810.58,1687050.0,commerical property,Logan,Judah,Carr,664-13-0275,799-822-3078,SVP,18,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,543 BROOKLYN AVENUE,5,10002,New York City,NY,1,0.0,0.0,2
LL0001130,1440000.0,2016-05-12,30,360,1.75,3.349,0.03349,6345.48,43,1167144.4,1686450.0,home,Beckett,Peter,Marsh,666-09-1047,535-738-7194,Anesthesiologist,4,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,543 BROOKLYN AVENUE,4,10104,New York City,NY,1,0.0,0.0,2
LL0001231,1464000.0,2017-09-18,15,180,2.2287,3.527,0.03527,10485.3,27,1180896.83,1685750.0,commerical property,Angel,Aaron,Ruffin,134-52-5227,671-725-0923,CFO,16,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,742 UNION STREET,2,10155,New York City,NY,1,0.0,0.0,2
LL0000129,1440000.0,2013-02-14,30,360,2.0,3.599,0.03599,6546.08,82,903221.12,1685600.0,commerical property,Emmy,Isabella,Valencia,180-52-9418,804-010-1576,Teacher,1,04 TAX CLASS 1 CONDOS,1A,R3,584 20TH   STREET,3,10169,New York City,NY,1,0.0,0.0,1
LL0001390,1520000.0,2014-06-20,30,360,2.63,4.229,0.04228,7457.92,66,1027777.11,1681050.0,investment property,Nolan,Colton,Villarreal,942-73-7030,924-700-2225,Sales,17,03 THREE FAMILY DWELLINGS,1,C0,1858 PROSPECT PLACE,4,10039,New York City,NY,3,2144.0,3300.0,1
LL0000946,1590000.0,2018-05-02,15,180,2.97,4.268,0.04268,11975.72,19,1362461.38,1680450.0,commerical property,Kathryn,Ada,Sutton,775-28-0206,203-438-3668,IT Manager,1,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,1245 42ND   STREET,1,10128,New York City,NY,1,0.0,0.0,2
LL0000354,1410000.0,2015-03-20,30,360,1.93,3.529,0.03529,6354.38,57,1047800.49,1677400.0,commerical property,Ian,Angel,Beck,927-53-3347,323-391-2894,Hospitalist,17,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,152 SKILLMAN STREET,1,10043,New York City,NY,1,0.0,0.0,2
LL0000782,1530000.0,2015-03-24,30,360,1.88,3.479,0.03478,6851.61,57,1139458.33,1677200.0,investment property,Remington,Kyler,Skinner,607-36-6544,987-088-3913,CFO,1,04 TAX CLASS 1 CONDOS,1A,R3,1144 58TH   STREET,1,10106,New York City,NY,1,0.0,0.0,1
LL0000380,1416000.0,2012-04-21,30,360,1.99,3.589,0.03589,6429.03,92,824529.34,1676550.0,home,Cora,Madison,Sanders,543-73-8707,692-013-2020,agency owner,4,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,581 PUTNAM AVENUE,4,10185,New York City,NY,1,0.0,0.0,2
LL0001101,1500000.0,2016-12-18,15,180,2.5916,3.89,0.0389,11012.82,36,1103538.65,1675450.0,home,Liam,Maxwell,Arce,232-16-8308,834-185-4368,Vice President,6,07 RENTALS - WALKUP APARTMENTS,2A,C3,2156A FULTON STREET,3,10163,New York City,NY,4,2000.0,5200.0,2
LL0000771,1440000.0,2017-01-22,30,360,2.4668,4.065,0.04065,6928.85,35,1197490.21,1673700.0,commerical property,Karter,Alejandro,Kelley,820-83-3446,547-873-2240,Director,2,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,716 41ST STREET,1,10011,New York City,NY,1,0.0,0.0,2
LL0001639,1490000.0,2013-06-08,30,360,2.17,3.769,0.03769,6916.5,78,950513.29,1669900.0,investment property,Collin,Spencer,Holloway,261-22-2635,860-237-6986,Pilot,4,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,137 ELDERT STREET,1,10199,New York City,NY,1,0.0,0.0,2
LL0001050,1460000.0,2015-02-02,30,360,1.68,3.279,0.03279,6377.27,58,1090118.16,1669700.0,investment property,Roberto,Gregory,Melton,285-64-4554,906-253-0065,Chief Technology Officer,9,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,581 PUTNAM AVENUE,2,10101,New York City,NY,1,0.0,0.0,2
LL0000956,1610000.0,2016-10-03,15,180,1.6221,2.921,0.0292,11056.52,38,1189852.11,1669250.0,investment property,Gabriel,Alex,Flint,808-62-5679,215-418-6723,Architect,15,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,1311 44 STREET,1,10154,New York City,NY,1,0.0,0.0,2
LL0000278,1500000.0,2014-01-17,30,360,2.84,4.439,0.04439,7546.01,71,964233.34,1668750.0,home,Joseph,Michael,Saylor,298-12-1441,461-739-2740,Owner,5,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,1227 43RD STREET,2,10159,New York City,NY,1,0.0,0.0,2
LL0000806,1530000.0,2012-06-14,30,360,1.64,3.239,0.03238,6648.58,90,931627.42,1667850.0,home,Brady,Johnathan,Griffiths,582-82-2928,966-981-9516,Officer,14,04 TAX CLASS 1 CONDOS,1C,R6,2174 59TH   STREET,3,10115,New York City,NY,1,0.0,0.0,1
LL0000585,1470000.0,2012-06-18,30,360,1.59,3.189,0.03189,6348.42,90,898642.0,1667650.0,investment property,John,Logan,Miller,229-99-1947,219-133-4972,Senior Financial Consultant,18,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,1227 43RD   STREET,3,10108,New York City,NY,1,0.0,0.0,2
LL0000491,1470000.0,2012-06-21,30,360,1.63,3.229,0.03229,6380.6,90,895745.77,1667500.0,investment property,Lyric,Sloane,Hopkins,303-93-4243,325-743-2353,Regional Sales Manager,16,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,228 16TH STREET,6,10260,New York City,NY,1,0.0,0.0,2
LL0000068,1524000.0,2015-06-24,30,360,2.38,3.979,0.03978,7256.49,54,1132149.37,1666600.0,commerical property,Mario,Keegan,Flowers,878-52-1268,975-352-9631,Owner/Operator,7,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,92 PENN STREET,3,10081,New York City,NY,1,0.0,0.0,2
LL0000738,1420000.0,2016-05-13,30,360,1.71,3.309,0.03309,6226.0,43,1152281.81,1666400.0,home,Veronica,Baylee,Le,462-59-6159,231-261-3168,Sales Team Manager,11,07 RENTALS - WALKUP APARTMENTS,2A,C2,276 COOPER STREET,6,10170,New York City,NY,6,2500.0,4650.0,2
LL0000539,1530000.0,2015-11-27,30,360,2.22,3.819,0.03818,7144.83,49,1179903.13,1664800.0,commerical property,Conner,River,Hoover,847-31-9870,294-422-3739,Appraiser,7,07 RENTALS - WALKUP APARTMENTS,2A,C3,28 BRIGHTON 4 TERRACE,4,10010,New York City,NY,4,2842.0,3800.0,2
LL0001696,1460000.0,2015-05-14,30,360,2.23,3.829,0.03829,6827.1,55,1084509.37,1664650.0,investment property,Sophia,Olivia,Lowe,132-68-2306,337-321-0644,VP Sales,8,12 CONDOS - WALKUP APARTMENTS,2,R2,1901 51ST   STREET,B2E,10122,New York City,NY,1,0.0,0.0,2
LL0001710,1404000.0,2015-08-14,30,360,2.2,3.799,0.03799,6541.24,52,1063855.42,1664050.0,commerical property,Jack,Caleb,Hill,189-05-8847,802-699-7733,Partner,13,04 TAX CLASS 1 CONDOS,1C,R6,716 LEFFERTS AVENUE,1,10027,New York City,NY,1,0.0,0.0,1
LL0000883,1452000.0,2018-04-13,30,360,2.82,4.419,0.04419,7287.35,20,1306252.93,1663400.0,commerical property,Archer,Adriel,Keller,132-19-6849,679-936-9630,Physician,2,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,668 HALSEY STREET,1,10259,New York City,NY,1,0.0,0.0,2
LL0000302,1464000.0,2015-11-19,30,360,2.24,3.839,0.03839,6854.16,49,1128146.21,1659200.0,home,Ian,Adam,Brooks,133-41-2105,471-850-0587,ER Physician,1,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,224 16TH STREET,6,10176,New York City,NY,1,0.0,0.0,2
LL0000407,1460000.0,2015-09-07,30,360,2.13,3.729,0.03729,6744.1,51,1116050.81,1658850.0,investment property,Oliver,James,Tilley,990-82-7614,387-809-1821,VO,5,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,184 INDIA STREET,6,10115,New York City,NY,1,0.0,0.0,2
LL0001439,1404000.0,2015-12-17,30,360,2.24,3.839,0.03839,6573.25,48,1088483.96,1657800.0,commerical property,Jazlyn,Carter,Ballard,570-54-4697,505-583-1096,President,6,04 TAX CLASS 1 CONDOS,1A,R3,1882 53RD STREET,2,10038,New York City,NY,1,0.0,0.0,1
LL0000698,1650000.0,2019-08-17,30,360,1.55,3.148,0.03148,7088.86,4,1621644.56,1656850.0,investment property,Sawyer,Leo,Jenkins,245-75-0374,963-046-8550,Real Estate Acqusitions,2,16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT,2C,R8,364 MYRTLE AVENUE,1,10040,New York City,NY,1,0.0,0.0,2
LL0001539,1430000.0,2017-06-21,30,360,2.1634,3.762,0.03762,6632.29,30,1231031.18,1656200.0,investment property,Daniel,Michael,Ramsey,143-90-0770,771-996-8437,Principal,16,07 RENTALS - WALKUP APARTMENTS,2A,C3,132 EAST 93RD STREET,4,10043,New York City,NY,4,2650.0,3520.0,2
LL0001045,1510000.0,2018-08-11,15,180,2.87,4.169,0.04168,11296.84,16,1329250.59,1655400.0,home,Nathaniel,Finn,Carnes,372-57-3419,687-481-1034,Managing Director,9,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,245 16TH STREET,5,10161,New York City,NY,1,0.0,0.0,2
LL0001169,1380000.0,2014-11-03,15,180,2.36,3.659,0.03659,9973.48,61,771617.54,1654250.0,commerical property,Elizabeth,Amelia,Sutton,126-15-8418,525-520-4059,Sales Operations,9,04 TAX CLASS 1 CONDOS,1C,R6,145 SUMMIT STREET,2,10004,New York City,NY,1,0.0,0.0,1
LL0001290,1460000.0,2012-09-07,30,360,1.67,3.269,0.03269,6369.25,87,905875.52,1653600.0,home,Olivia,Elizabeth,Dickerson,785-75-7826,910-229-5548,Senior Vice President,3,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,1225 43RD STREET,2,10178,New York City,NY,1,0.0,0.0,2
LL0001162,1470000.0,2013-04-11,30,360,1.82,3.419,0.03419,6534.67,80,947226.35,1652800.0,investment property,Titus,Legend,Tobias,624-53-3017,453-279-1520,CIO,13,04 TAX CLASS 1 CONDOS,1C,R6,2174 59TH   STREET,2,10156,New York City,NY,1,0.0,0.0,1
LL0000108,1600000.0,2017-03-16,30,360,2.5402,4.139,0.04139,7767.42,33,1343675.29,1651050.0,commerical property,Elsa,Charley,Flynn,846-71-3765,504-086-5423,Pilot,11,02 TWO FAMILY DWELLINGS,1,B3,291A COOPER STREET,2,10121,New York City,NY,2,1667.0,1368.0,1
LL0001375,1608000.0,2017-08-24,30,360,2.1939,3.792,0.03792,7485.27,28,1398412.35,1651000.0,home,Kamden,Roberto,Sawyer,563-35-6972,929-603-9587,CEO,10,07 RENTALS - WALKUP APARTMENTS,2A,C3,331 EAST 93 STREET,4,10044,New York City,NY,4,3000.0,3280.0,2
LL0000665,1360000.0,2014-02-10,30,360,2.7,4.299,0.04299,6729.45,70,888938.29,1647550.0,investment property,Sabrina,Emersyn,Dawson,395-74-5855,740-953-4520,Vice President,18,13 CONDOS - ELEVATOR APARTMENTS,2,R4,635 WEST 42ND   STREET,10K,10168,New York City,NY,1,,,2
LL0001159,1460000.0,2013-01-28,30,360,2.0,3.599,0.03599,6637.0,83,909128.86,1646450.0,home,Clarissa,Ava,Horn,767-62-0884,982-697-0224,CEO,3,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,R1,1225 43RD STREET,3,10249,New York City,NY,1,0.0,0.0,2
