C_CUSTKEY,C_NAME,C_ADDRESS,C_CITY,C_NATION,C_REGION,C_PHONE,C_MKTSEGMENT
21529,Customer#000021529,lkBtX9mD,JAPAN    6,JAPAN,ASIA,22-136-225-8951,MACHINERY
21530,Customer#000021530,y8A1AG  Z1 vsRmPlAPO0Q4,PERU     9,PERU,AMERICA,27-488-661-4602,BUILDING
21532,Customer#000021532,5RL1F Pc,UNITED KI6,UNITED KINGDOM,EUROPE,33-926-285-2147,BUILDING
21533,Customer#000021533,J9iBmH,GERMANY  9,GERMANY,EUROPE,17-634-384-5755,MACHINERY
21535,Customer#000021535,f3ZR6dB3xdYZCSzLe6,GERMANY  3,GERMANY,EUROPE,17-726-638-4519,BUILDING
21536,Customer#000021536,IDUYsRXLF3KjX,VIETNAM  6,VIETNAM,ASIA,31-800-632-8872,FURNITURE
21538,Customer#000021538,J0X6f1fxUBJyM6bPPkXve5V,EGYPT    3,EGYPT,MIDDLE EAST,14-286-335-2666,AUTOMOBILE
21539,Customer#000021539,"GthuRhVaX7Emblau1Eo,",CANADA   4,CANADA,AMERICA,13-895-707-5566,BUILDING
21541,Customer#000021541,VezeG1Vw6V7n,MOROCCO  3,MOROCCO,AFRICA,25-260-648-7486,FURNITURE
21542,Customer#000021542,"zGuENfs,SF6,gQlLL",ARGENTINA1,ARGENTINA,AMERICA,11-466-142-4258,HOUSEHOLD
21544,Customer#000021544,TM0wQTmGHEZ 7Jjy108,KENYA    2,KENYA,AFRICA,24-443-767-2144,MACHINERY
21547,Customer#000021547,"AMj4DLY1A3Af,BMDB",JAPAN    2,JAPAN,ASIA,22-878-329-7680,MACHINERY
21548,Customer#000021548,"7R0H3QK1irh,S8r218CSk",KENYA    6,KENYA,AFRICA,24-567-505-7219,AUTOMOBILE
21550,Customer#000021550,M5S23qgdh ,UNITED ST7,UNITED STATES,AMERICA,34-837-329-3573,FURNITURE
21551,Customer#000021551,518DSuY,CHINA    8,CHINA,ASIA,28-525-896-9405,MACHINERY
21553,Customer#000021553,"wEs4SN6q,LZoHwrxYjEBHS2",ALGERIA  6,ALGERIA,AFRICA,10-822-207-8731,MACHINERY
21554,Customer#000021554,mbsPnhKCjcVQKDPlZRG,GERMANY  9,GERMANY,EUROPE,17-552-553-7474,FURNITURE
21556,Customer#000021556,9tjfyJH,ALGERIA  7,ALGERIA,AFRICA,10-538-605-2667,HOUSEHOLD
21557,Customer#000021557,rPgJaLST2WonV,GERMANY  0,GERMANY,EUROPE,17-580-810-1580,FURNITURE
21559,Customer#000021559,"oLfMpOBGwj63qrG3UAlF,sG",VIETNAM  7,VIETNAM,ASIA,31-826-874-9717,HOUSEHOLD
21560,Customer#000021560,4zkB0ZO5ufxZi8Cos,KENYA    4,KENYA,AFRICA,24-272-295-2601,HOUSEHOLD
21562,Customer#000021562,xuJ5nNuiLw,UNITED KI5,UNITED KINGDOM,EUROPE,33-950-695-8588,HOUSEHOLD
21563,Customer#000021563,CtgwJbch3p6gkn,UNITED KI4,UNITED KINGDOM,EUROPE,33-471-869-9678,HOUSEHOLD
21565,Customer#000021565,1F czPPmJVaX8HzCNLvsyt,ARGENTINA4,ARGENTINA,AMERICA,11-168-663-2849,FURNITURE
21566,Customer#000021566,atIcoKu4QMSJ GCe,IRAN     8,IRAN,MIDDLE EAST,20-464-807-1529,FURNITURE
21568,Customer#000021568,eps4MwjBX508dK,MOZAMBIQU7,MOZAMBIQUE,AFRICA,26-963-484-4914,HOUSEHOLD
21569,Customer#000021569,"AH,UnApk6,j8d",PERU     9,PERU,AMERICA,27-660-247-7178,FURNITURE
21571,Customer#000021571,iYNMQjLXXCyvLRR,UNITED ST1,UNITED STATES,AMERICA,34-850-552-7861,AUTOMOBILE
21572,Customer#000021572,01Sb0GFEsFBs82aKjdTQ,FRANCE   0,FRANCE,EUROPE,16-194-144-9139,FURNITURE
21574,Customer#000021574,59j9enwS1HElmnuA3gG5vTt5,VIETNAM  3,VIETNAM,ASIA,31-569-559-4131,FURNITURE
21575,Customer#000021575,dxPyy6CZdB4Cd,PERU     5,PERU,AMERICA,27-745-257-1330,MACHINERY
21577,Customer#000021577,GUoalCRhhr1SuC,IRAN     9,IRAN,MIDDLE EAST,20-497-325-2658,AUTOMOBILE
21578,Customer#000021578,"AILYqbak3hGMWyYMkQ,",MOZAMBIQU4,MOZAMBIQUE,AFRICA,26-805-533-5602,BUILDING
21580,Customer#000021580,"gIVqX145K07 xqb,",PERU     4,PERU,AMERICA,27-694-740-9413,HOUSEHOLD
21583,Customer#000021583,GqiliPSqnkuyShiNpYfiVZY,FRANCE   8,FRANCE,EUROPE,16-271-624-5229,MACHINERY
21584,Customer#000021584,DTT9xpkvUGjbAf6o,BRAZIL   3,BRAZIL,AMERICA,12-481-613-9358,BUILDING
21586,Customer#000021586,yYumJPaNsiy3RV47zr9UwTyx,PERU     2,PERU,AMERICA,27-104-237-4141,FURNITURE
21587,Customer#000021587,"l5N,EgCoUHaVJJhM,H",JORDAN   7,JORDAN,MIDDLE EAST,23-313-419-9034,MACHINERY
21589,Customer#000021589,"g,aUxi8",JAPAN    7,JAPAN,ASIA,22-246-291-7199,HOUSEHOLD
21592,Customer#000021592,7YOmAV5RA91m9wMa6RQ,CHINA    7,CHINA,ASIA,28-803-296-8334,BUILDING
21593,Customer#000021593,"u0ehbpttQmo2kbMPk,",ALGERIA  2,ALGERIA,AFRICA,10-521-816-4978,MACHINERY
21595,Customer#000021595,hlb6qds0acSNJUnzVJKUOO,VIETNAM  5,VIETNAM,ASIA,31-706-518-9098,AUTOMOBILE
21596,Customer#000021596,"N 1RHuyznvDPMQya,QJoQ",CHINA    1,CHINA,ASIA,28-190-662-5812,AUTOMOBILE
21598,Customer#000021598,fVWjBK7WpYC5J,SAUDI ARA0,SAUDI ARABIA,MIDDLE EAST,30-429-117-3038,FURNITURE
21599,Customer#000021599,ZSCCLxusoQWsluBcsxjD0,IRAQ     0,IRAQ,MIDDLE EAST,21-358-585-8985,BUILDING
21601,Customer#000021601,sNVVZtrn yAzG4X68,INDONESIA0,INDONESIA,ASIA,19-656-922-2106,AUTOMOBILE
21602,Customer#000021602,kH FiuuM9F4NWvHJjpc,IRAN     8,IRAN,MIDDLE EAST,20-840-984-7349,BUILDING
21604,Customer#000021604,k YcyF9eXUtGbDQ0Z3,UNITED ST9,UNITED STATES,AMERICA,34-588-378-5618,HOUSEHOLD
21605,Customer#000021605,6ju71giFAhQbv3Um0tN2r,JORDAN   3,JORDAN,MIDDLE EAST,23-176-193-4293,HOUSEHOLD
21607,Customer#000021607,qHHutks2GDWuseZ,SAUDI ARA9,SAUDI ARABIA,MIDDLE EAST,30-177-441-9770,HOUSEHOLD
21608,Customer#000021608,31n8sRSm,MOROCCO  0,MOROCCO,AFRICA,25-267-735-1417,MACHINERY
21610,Customer#000021610,twLou0urFSw7CjC9Qz5frIo,CANADA   8,CANADA,AMERICA,13-230-350-8448,HOUSEHOLD
21611,Customer#000021611,4tW DGoeUUiZPL,FRANCE   0,FRANCE,EUROPE,16-802-406-7329,HOUSEHOLD
21613,Customer#000021613,QrRAqRM6V9yOdaV2t,JORDAN   0,JORDAN,MIDDLE EAST,23-376-253-4535,MACHINERY
21614,Customer#000021614,aJy9s91aYdq2,KENYA    5,KENYA,AFRICA,24-723-180-7227,MACHINERY
21616,Customer#000021616,Cw89HlXHpizknEr3H,SAUDI ARA9,SAUDI ARABIA,MIDDLE EAST,30-405-497-4235,FURNITURE
21619,Customer#000021619,"r,HXiDQ5b3cA7F",RUSSIA   1,RUSSIA,EUROPE,32-327-438-6374,BUILDING
21622,Customer#000021622,SrxoFMyuPdxh,JORDAN   5,JORDAN,MIDDLE EAST,23-177-961-7922,BUILDING
21623,Customer#000021623,i26CDAr4yNxXEUg5 ,FRANCE   1,FRANCE,EUROPE,16-461-743-1275,BUILDING
21625,Customer#000021625,"YiqrST2Em,q5RPitl6COSvKL",UNITED KI9,UNITED KINGDOM,EUROPE,33-930-928-1192,FURNITURE
21626,Customer#000021626,"4CH,Aop7sVPDsqIagAm",UNITED ST4,UNITED STATES,AMERICA,34-908-775-9445,MACHINERY
21628,Customer#000021628,MGgokZYn5Ko5,INDONESIA8,INDONESIA,ASIA,19-206-208-5559,MACHINERY
21631,Customer#000021631,mQDiUgt,JAPAN    6,JAPAN,ASIA,22-129-565-1995,AUTOMOBILE
21632,Customer#000021632,9W4vdtn96s,RUSSIA   6,RUSSIA,EUROPE,32-999-545-2709,MACHINERY
21634,Customer#000021634,"SxKI3sYBsxG8hWv0p,g56t0S",JORDAN   2,JORDAN,MIDDLE EAST,23-241-454-5965,MACHINERY
21635,Customer#000021635,MlnthZt,GERMANY  0,GERMANY,EUROPE,17-835-546-4170,FURNITURE
21637,Customer#000021637,DoLunRzlPdz,MOZAMBIQU6,MOZAMBIQUE,AFRICA,26-342-106-6007,HOUSEHOLD
21638,Customer#000021638,"Q1dJZi9vvna6,Gdub",VIETNAM  8,VIETNAM,ASIA,31-584-738-6943,MACHINERY
21640,Customer#000021640,a kmbolzNi,KENYA    3,KENYA,AFRICA,24-831-448-1497,MACHINERY
21641,Customer#000021641,y1DZkLNF0a,PERU     0,PERU,AMERICA,27-838-201-2014,AUTOMOBILE
21643,Customer#000021643,o1cSvja0R,VIETNAM  4,VIETNAM,ASIA,31-536-586-8333,FURNITURE
21644,Customer#000021644,Z2fK2pIko2r8uB1,BRAZIL   7,BRAZIL,AMERICA,12-914-893-6153,HOUSEHOLD
21646,Customer#000021646,"X,pJyOHBI",INDONESIA0,INDONESIA,ASIA,19-167-179-4010,BUILDING
21647,Customer#000021647,EeIK682yeqGTsburAE,ETHIOPIA 3,ETHIOPIA,AFRICA,15-874-356-5480,AUTOMOBILE
21649,Customer#000021649,wbmk1d3Bc6DnjslFTzyW3rS,INDONESIA3,INDONESIA,ASIA,19-219-128-3344,AUTOMOBILE
21650,Customer#000021650,c0jZ uupLzDxhNVibpoD,ALGERIA  5,ALGERIA,AFRICA,10-282-357-6040,AUTOMOBILE
21652,Customer#000021652,RFzl6draa7V4LSYhqqN,INDIA    9,INDIA,ASIA,18-874-102-1509,HOUSEHOLD
21653,Customer#000021653,0zATbGLccUQ ,BRAZIL   4,BRAZIL,AMERICA,12-946-516-9098,FURNITURE
21655,Customer#000021655,M3z9w7ZPl,EGYPT    9,EGYPT,MIDDLE EAST,14-199-417-6086,AUTOMOBILE
21656,Customer#000021656,"RbB3pC8Ow,4Xrk",INDIA    3,INDIA,ASIA,18-907-533-8009,MACHINERY
21658,Customer#000021658,IC8WWFoRkBxf8mIs3,INDIA    8,INDIA,ASIA,18-792-664-4028,AUTOMOBILE
21659,Customer#000021659,"2B,nVZeuY",KENYA    6,KENYA,AFRICA,24-308-945-6526,BUILDING
21661,Customer#000021661,1U99rBL,ROMANIA  5,ROMANIA,EUROPE,29-608-909-8669,MACHINERY
21662,Customer#000021662,2R1gvDankFwDFf9tZM4,JORDAN   3,JORDAN,MIDDLE EAST,23-504-710-1433,MACHINERY
21664,Customer#000021664,7UVsCdJHIrMgqWYdRHIXNfis,UNITED KI7,UNITED KINGDOM,EUROPE,33-643-694-2380,BUILDING
21665,Customer#000021665,qbQtNG3a,SAUDI ARA7,SAUDI ARABIA,MIDDLE EAST,30-827-128-7883,AUTOMOBILE
21667,Customer#000021667,kZRrQ7CE1C,KENYA    9,KENYA,AFRICA,24-204-791-3045,HOUSEHOLD
21668,Customer#000021668,uJ5VyUfKQ4YeTaXW,FRANCE   8,FRANCE,EUROPE,16-971-462-3504,HOUSEHOLD
21670,Customer#000021670,MVvv0Sq1Sfm5SlVqfwP2DVI,ETHIOPIA 0,ETHIOPIA,AFRICA,15-681-754-4507,FURNITURE
21671,Customer#000021671,hSb5WTdyJelbF,BRAZIL   6,BRAZIL,AMERICA,12-654-349-9911,MACHINERY
21673,Customer#000021673,7IjgbFzIBCRWK5C6NdKmC,ARGENTINA9,ARGENTINA,AMERICA,11-464-273-6948,MACHINERY
21674,Customer#000021674,8D5uYie,INDIA    3,INDIA,ASIA,18-410-678-8049,MACHINERY
21676,Customer#000021676,1tkH4fWfKiA,GERMANY  8,GERMANY,EUROPE,17-784-817-1180,BUILDING
21677,Customer#000021677,GHpn2no tfKvUXt5IYuz98cu,RUSSIA   2,RUSSIA,EUROPE,32-205-459-8488,FURNITURE
21679,Customer#000021679,wb0tGYsfqdGNXfBZbyAB,JORDAN   8,JORDAN,MIDDLE EAST,23-568-468-3028,BUILDING
21680,Customer#000021680,UxvwKcxZSYzo13S 3,UNITED KI6,UNITED KINGDOM,EUROPE,33-734-383-8550,MACHINERY
21682,Customer#000021682,"g tc,pCsDxyuK",ROMANIA  3,ROMANIA,EUROPE,29-997-804-1408,HOUSEHOLD
21683,Customer#000021683,"ZOP06rJYH2,U",IRAQ     8,IRAQ,MIDDLE EAST,21-568-554-9962,HOUSEHOLD
21685,Customer#000021685,PjEl73fkj5ICWBjE2T,ARGENTINA2,ARGENTINA,AMERICA,11-338-515-9464,HOUSEHOLD
21688,Customer#000021688,"GDG kqu6,H",INDIA    2,INDIA,ASIA,18-480-272-5440,AUTOMOBILE
21689,Customer#000021689,XAPn9N2nP,ETHIOPIA 8,ETHIOPIA,AFRICA,15-110-921-3283,HOUSEHOLD
21691,Customer#000021691,omI7CT8gmprxdDyO37S,PERU     6,PERU,AMERICA,27-616-227-2363,AUTOMOBILE
21692,Customer#000021692,5AY8gtDmzx,ARGENTINA4,ARGENTINA,AMERICA,11-106-654-4329,MACHINERY
21694,Customer#000021694,A7u5dHzqDnBGk,MOZAMBIQU2,MOZAMBIQUE,AFRICA,26-457-110-4476,BUILDING
21695,Customer#000021695,"R6QW,4iqSTqg1nvbsXamvYc",BRAZIL   6,BRAZIL,AMERICA,12-803-754-1879,HOUSEHOLD
21697,Customer#000021697,ZaqiNgaVm0NO,BRAZIL   9,BRAZIL,AMERICA,12-228-763-3661,MACHINERY
21698,Customer#000021698,gkM8azaYe54Ts,RUSSIA   5,RUSSIA,EUROPE,32-206-771-3769,AUTOMOBILE
21700,Customer#000021700,81nwg21GXxb,UNITED KI3,UNITED KINGDOM,EUROPE,33-599-822-1689,HOUSEHOLD
21701,Customer#000021701,YmoxgniR3JPSiAP ,CANADA   7,CANADA,AMERICA,13-863-589-2192,BUILDING
21703,Customer#000021703,qUovB7Ie3Y,IRAQ     5,IRAQ,MIDDLE EAST,21-882-210-6322,BUILDING
21704,Customer#000021704,CIY21VuksMNR174UcpThJPa,GERMANY  1,GERMANY,EUROPE,17-456-439-7175,FURNITURE
21706,Customer#000021706,SycUd1RmdC3h4F 2,ARGENTINA9,ARGENTINA,AMERICA,11-509-434-3159,FURNITURE
21707,Customer#000021707,RPOSHYHWaPwQt4zLMfSE,PERU     4,PERU,AMERICA,27-683-589-2534,BUILDING
21709,Customer#000021709,AjzSFOPIoyD35F8,SAUDI ARA3,SAUDI ARABIA,MIDDLE EAST,30-255-335-2411,MACHINERY
21710,Customer#000021710,7vjQKp9ggnfSk0IMzTBL,ARGENTINA3,ARGENTINA,AMERICA,11-653-669-5570,AUTOMOBILE
21712,Customer#000021712,dY7AT0,JORDAN   1,JORDAN,MIDDLE EAST,23-119-146-2715,MACHINERY
21713,Customer#000021713,XxGLHHNwSzIdy47,PERU     7,PERU,AMERICA,27-122-805-1174,AUTOMOBILE
21715,Customer#000021715,wb1G4odQ2YaqfzN7,ARGENTINA9,ARGENTINA,AMERICA,11-360-593-1128,AUTOMOBILE
21716,Customer#000021716,llyMEO,MOZAMBIQU1,MOZAMBIQUE,AFRICA,26-633-193-9646,FURNITURE
21718,Customer#000021718,"3eT7mdzMXJzenTprZIrw,B ",VIETNAM  8,VIETNAM,ASIA,31-407-654-3885,AUTOMOBILE
21719,Customer#000021719,"zNaMU9,z8vFnty13",CHINA    0,CHINA,ASIA,28-999-346-2128,BUILDING
21721,Customer#000021721,HbdiSy4X3e,RUSSIA   5,RUSSIA,EUROPE,32-771-834-7215,AUTOMOBILE
21722,Customer#000021722,6n1QA UqT6nJ4,KENYA    7,KENYA,AFRICA,24-459-177-4449,FURNITURE
21724,Customer#000021724,PlmjcWzVfI,UNITED KI5,UNITED KINGDOM,EUROPE,33-516-698-5844,FURNITURE
21725,Customer#000021725,",zjmW9KgGuJB",PERU     3,PERU,AMERICA,27-342-766-4499,MACHINERY
21727,Customer#000021727,2SCSODoB4kSs,VIETNAM  8,VIETNAM,ASIA,31-604-995-5725,BUILDING
21728,Customer#000021728,"e,THqkHyE",FRANCE   7,FRANCE,EUROPE,16-160-808-1621,AUTOMOBILE
21730,Customer#000021730,3C7rHhzyG5kk,IRAN     8,IRAN,MIDDLE EAST,20-433-704-1887,HOUSEHOLD
21731,Customer#000021731,gGDvFWdSNp,EGYPT    5,EGYPT,MIDDLE EAST,14-708-426-7119,HOUSEHOLD
21733,Customer#000021733,bqsJorMtBcC6wk9TZCVBhSO,GERMANY  7,GERMANY,EUROPE,17-764-776-3875,AUTOMOBILE
21734,Customer#000021734,"mqPOc, P8XMnuCLBDPoeZO",ROMANIA  3,ROMANIA,EUROPE,29-987-361-6020,FURNITURE
21736,Customer#000021736,kkNWRU0,FRANCE   5,FRANCE,EUROPE,16-705-479-6135,MACHINERY
21737,Customer#000021737,JIBHnYZNF2EaNNPj1ak4rI,VIETNAM  0,VIETNAM,ASIA,31-585-457-6604,FURNITURE
21739,Customer#000021739,Age5xJGBzyW3 3,IRAN     8,IRAN,MIDDLE EAST,20-684-598-9199,AUTOMOBILE
21742,Customer#000021742,xx96bbW2KWg03E,ROMANIA  1,ROMANIA,EUROPE,29-814-941-2421,AUTOMOBILE
21743,Customer#000021743,"LcZvow377PIRGdS0oJSFY,x",KENYA    2,KENYA,AFRICA,24-790-702-2732,FURNITURE
21745,Customer#000021745,GUoCX 7j,MOZAMBIQU7,MOZAMBIQUE,AFRICA,26-294-518-6761,BUILDING
21746,Customer#000021746,"K0,7lZxqPz Ih",ALGERIA  4,ALGERIA,AFRICA,10-107-789-1470,MACHINERY
21748,Customer#000021748,Xe8yMvnewUS3WsYAuP,MOZAMBIQU3,MOZAMBIQUE,AFRICA,26-172-988-4711,FURNITURE
21749,Customer#000021749,cCmv7ZifGVtj2ZL,IRAQ     2,IRAQ,MIDDLE EAST,21-255-397-8843,MACHINERY
21751,Customer#000021751,bnrzXW5 BWy,INDONESIA5,INDONESIA,ASIA,19-658-921-3371,HOUSEHOLD
21752,Customer#000021752,DFxi8G2,IRAN     7,IRAN,MIDDLE EAST,20-428-367-2671,AUTOMOBILE
21754,Customer#000021754,bfJCrGdlvs,JORDAN   5,JORDAN,MIDDLE EAST,23-222-402-5029,FURNITURE
21755,Customer#000021755,BmrlgZUc2G4xc,GERMANY  1,GERMANY,EUROPE,17-343-341-1178,FURNITURE
21757,Customer#000021757,puDQDke8osIzEn4,MOZAMBIQU5,MOZAMBIQUE,AFRICA,26-198-685-5589,BUILDING
21758,Customer#000021758,xkevRUl,JAPAN    9,JAPAN,ASIA,22-738-728-7415,FURNITURE
21760,Customer#000021760,"6C,nxrwR1 Gv,gywrnisyFS",GERMANY  6,GERMANY,EUROPE,17-762-278-5884,FURNITURE
21761,Customer#000021761,bjj4T2 jDM2Ks,JAPAN    1,JAPAN,ASIA,22-105-538-7516,FURNITURE
21763,Customer#000021763,zIajg4C1yp73,JORDAN   6,JORDAN,MIDDLE EAST,23-833-991-1560,FURNITURE
21764,Customer#000021764,"3Eh3,bkPdQb",ROMANIA  3,ROMANIA,EUROPE,29-126-872-3012,MACHINERY
21766,Customer#000021766,bdwZtw4BW885FaqzI,ROMANIA  8,ROMANIA,EUROPE,29-226-849-1014,HOUSEHOLD
21767,Customer#000021767,Isi4hrgL8YczHT5oLcWG3c,VIETNAM  0,VIETNAM,ASIA,31-441-277-8082,BUILDING
21769,Customer#000021769,KAVwdnQbVZ5HGUxBq5,MOROCCO  1,MOROCCO,AFRICA,25-697-974-2298,MACHINERY
21770,Customer#000021770,"kKY6tdHm,f2JPv6zs dfya",VIETNAM  6,VIETNAM,ASIA,31-888-189-6227,BUILDING
21772,Customer#000021772,1Iu4CMM0r9cedEkFr9fhgp,ARGENTINA7,ARGENTINA,AMERICA,11-423-556-5321,MACHINERY
21773,Customer#000021773,4mH739Znepfx0UdD,INDIA    7,INDIA,ASIA,18-778-517-6328,MACHINERY
21775,Customer#000021775,"SxuEOusfgh,L,70ELoVO",ALGERIA  1,ALGERIA,AFRICA,10-392-231-7891,BUILDING
21776,Customer#000021776,ux490TgO2eX,JORDAN   1,JORDAN,MIDDLE EAST,23-561-976-4091,BUILDING
21778,Customer#000021778,7hMOQFO5fJsU1ZXtD,GERMANY  8,GERMANY,EUROPE,17-627-243-2644,HOUSEHOLD
21779,Customer#000021779,OgrSnmQqosDuKJg00,IRAN     7,IRAN,MIDDLE EAST,20-588-534-2659,FURNITURE
21781,Customer#000021781,8eMm3LtPng9dOi,ROMANIA  6,ROMANIA,EUROPE,29-937-487-3370,MACHINERY
21782,Customer#000021782,rnVNluzvYHxSs,CANADA   3,CANADA,AMERICA,13-302-807-2945,AUTOMOBILE
21784,Customer#000021784,"mcWSGq,CpGcx,km74",ROMANIA  7,ROMANIA,EUROPE,29-800-717-6179,HOUSEHOLD
21785,Customer#000021785,"R,87dOoRb",BRAZIL   4,BRAZIL,AMERICA,12-752-376-4683,BUILDING
21787,Customer#000021787,WLdIlN5IUkEWbL,JORDAN   8,JORDAN,MIDDLE EAST,23-965-903-5474,AUTOMOBILE
21788,Customer#000021788,"D5t,Vp4NKIpyy5v0jRLCTU",IRAQ     3,IRAQ,MIDDLE EAST,21-485-322-2829,AUTOMOBILE
21790,Customer#000021790,"o6ER,WedzBmVcDCI",ROMANIA  4,ROMANIA,EUROPE,29-620-209-3257,FURNITURE
21791,Customer#000021791,"0jc4MF9jU3T,",ARGENTINA4,ARGENTINA,AMERICA,11-292-554-5321,FURNITURE
21793,Customer#000021793,PaDsM83MTk2oJo7n4E,JORDAN   8,JORDAN,MIDDLE EAST,23-970-184-2399,BUILDING
21794,Customer#000021794,"jayqx88,0",IRAN     3,IRAN,MIDDLE EAST,20-382-824-6464,FURNITURE
21796,Customer#000021796,OynNOkEP4L8Egt2VTvY,UNITED KI4,UNITED KINGDOM,EUROPE,33-833-553-4606,FURNITURE
21797,Customer#000021797,bizZxIfXzMqr3,RUSSIA   5,RUSSIA,EUROPE,32-170-362-8029,FURNITURE
21799,Customer#000021799,wVty20N,RUSSIA   5,RUSSIA,EUROPE,32-664-472-6859,AUTOMOBILE
21800,Customer#000021800,"1,V1UVnZDCZkWjUnr11wHR",SAUDI ARA6,SAUDI ARABIA,MIDDLE EAST,30-472-628-2648,FURNITURE
21802,Customer#000021802,U5j30QWKayH bNP,VIETNAM  0,VIETNAM,ASIA,31-762-215-6268,BUILDING
21803,Customer#000021803,"U,hrbbExjEss4D6YdaC4X",BRAZIL   6,BRAZIL,AMERICA,12-100-565-1338,MACHINERY
21805,Customer#000021805,JPYzLY,SAUDI ARA6,SAUDI ARABIA,MIDDLE EAST,30-462-922-9700,BUILDING
21808,Customer#000021808,QMql3svlGIMfPofJK,ETHIOPIA 2,ETHIOPIA,AFRICA,15-609-129-1663,HOUSEHOLD
21809,Customer#000021809,0HxT8e6F,KENYA    2,KENYA,AFRICA,24-825-396-2511,HOUSEHOLD
21811,Customer#000021811,EN4XjUlfe5s,EGYPT    9,EGYPT,MIDDLE EAST,14-536-968-4006,HOUSEHOLD
21812,Customer#000021812,aMmWICqaoZ2,GERMANY  4,GERMANY,EUROPE,17-353-601-1743,MACHINERY
21814,Customer#000021814,TTUXJsq86XFIqb,SAUDI ARA3,SAUDI ARABIA,MIDDLE EAST,30-269-927-9821,MACHINERY
21817,Customer#000021817,GIGYfYnCyf3P3,IRAQ     6,IRAQ,MIDDLE EAST,21-904-602-2642,AUTOMOBILE
21820,Customer#000021820,Pq1okNVFs,CHINA    8,CHINA,ASIA,28-484-187-2223,AUTOMOBILE
21821,Customer#000021821,KCtvSNsMr,IRAQ     9,IRAQ,MIDDLE EAST,21-529-469-6264,MACHINERY
21823,Customer#000021823,"xhaTGre1iEsHQ,VqEHIifh",GERMANY  6,GERMANY,EUROPE,17-622-620-4569,FURNITURE
21826,Customer#000021826,VxAiYp7K,UNITED KI8,UNITED KINGDOM,EUROPE,33-655-204-5172,HOUSEHOLD
21827,Customer#000021827,7GoCYGUy0NOModIQ ZAm,ALGERIA  3,ALGERIA,AFRICA,10-523-736-9554,FURNITURE
21829,Customer#000021829,NJ24PiScEh,VIETNAM  6,VIETNAM,ASIA,31-553-489-6529,BUILDING
21830,Customer#000021830,ujeA1xJqfm2dLOF,MOZAMBIQU5,MOZAMBIQUE,AFRICA,26-545-838-8852,FURNITURE
21832,Customer#000021832,JVFyOMKzPlWsnntw9KfzO,RUSSIA   7,RUSSIA,EUROPE,32-573-357-8505,BUILDING
21833,Customer#000021833,RcHypCLz5ARtOMmX1A2,ARGENTINA7,ARGENTINA,AMERICA,11-484-817-4145,FURNITURE
21835,Customer#000021835,ad2DnS,INDIA    5,INDIA,ASIA,18-385-721-6033,AUTOMOBILE
21836,Customer#000021836,"MhZ9HLTJ1KJAV,",IRAQ     4,IRAQ,MIDDLE EAST,21-220-795-3595,MACHINERY
21838,Customer#000021838,580JKXVazpiqZ8z4QDY9T1,CANADA   9,CANADA,AMERICA,13-354-795-7368,MACHINERY
21839,Customer#000021839,"sNbHZ,qJb51xLbaOALMl3 ",GERMANY  6,GERMANY,EUROPE,17-200-349-6093,HOUSEHOLD
21841,Customer#000021841,QVsaPCywL uZzMZoX,GERMANY  0,GERMANY,EUROPE,17-842-107-5110,HOUSEHOLD
21842,Customer#000021842,3R1CBmwrlj4pbFw,ETHIOPIA 0,ETHIOPIA,AFRICA,15-528-396-9396,AUTOMOBILE
21844,Customer#000021844,R0CB1cDef2dKtaIAro7nZ0Ow,INDONESIA1,INDONESIA,ASIA,19-601-440-4003,MACHINERY
21847,Customer#000021847,"6JYNEq,kJ6Di",IRAN     0,IRAN,MIDDLE EAST,20-246-189-3592,FURNITURE
21848,Customer#000021848,1TBfuYf3FkR,ROMANIA  4,ROMANIA,EUROPE,29-578-482-4976,HOUSEHOLD
21850,Customer#000021850,xCkNAXro42O,CHINA    0,CHINA,ASIA,28-733-667-9962,AUTOMOBILE
21851,Customer#000021851,Zg YjK,SAUDI ARA8,SAUDI ARABIA,MIDDLE EAST,30-866-995-5010,AUTOMOBILE
21853,Customer#000021853,qPpS7ZChtB,CHINA    5,CHINA,ASIA,28-439-518-2575,AUTOMOBILE
21856,Customer#000021856,A9vxUScgW8,EGYPT    4,EGYPT,MIDDLE EAST,14-478-186-1505,AUTOMOBILE
21859,Customer#000021859,hHO1P6fKI6K1Cfle9,JORDAN   2,JORDAN,MIDDLE EAST,23-242-114-5798,HOUSEHOLD
21860,Customer#000021860,i PdsaLB,CANADA   8,CANADA,AMERICA,13-847-348-4885,FURNITURE
21862,Customer#000021862,"FvNEn7,",VIETNAM  7,VIETNAM,ASIA,31-798-827-7243,MACHINERY
21863,Customer#000021863,wsFgLPYAVCAPc8,UNITED ST8,UNITED STATES,AMERICA,34-143-682-2756,BUILDING
21865,Customer#000021865,ElneAFhSivOHZMiCG,ROMANIA  4,ROMANIA,EUROPE,29-538-929-8625,BUILDING
21866,Customer#000021866,jOu182,BRAZIL   8,BRAZIL,AMERICA,12-133-728-5441,HOUSEHOLD
21868,Customer#000021868,1OxiEkwtE0PDi38,IRAN     1,IRAN,MIDDLE EAST,20-887-774-7108,FURNITURE
21869,Customer#000021869,6b3WBw nZsfeQvZ,IRAN     8,IRAN,MIDDLE EAST,20-654-236-2116,AUTOMOBILE
