client_id,sex,fulldate,day_,month_,year_,date_,age,social,first_,middle,last_,phone,email,address_1,address_2,city,state,zipcode,district_id
C00000443,Male,1991-12-20,20,12,1991,1991-12-20,28,468-19-4069,Sean,Kellin,Burke,212-728-0370,sean.burke@outlook.com,7 Peg Shop Dr.,,New York City,NY,10154,1
C00000444,Female,1980-08-01,1,8,1980,1980-08-01,39,370-42-8567,Alexandria,Julianna,Aguilar,554-074-7620,alexandria.aguilar@yahoo.com,75 Ryan Ave.,,Chicago,IL,48826,74
C00000445,Female,1967-04-27,27,4,1967,1967-04-27,52,518-47-0163,Alivia,Michelle,Silva,212-610-8847,alivia.silva@gmail.com,9925 Prospect Ave.,,New York City,NY,10167,1
C00000446,Male,1972-03-19,19,3,1972,1972-03-19,47,239-20-6261,Cayden,Knowledge,Guzman,212-989-6275,cayden.guzman@gmail.com,876 Fordham Street,,New York City,NY,10037,1
C00000447,Male,1966-09-04,4,9,1966,1966-09-04,53,714-73-0911,Elliott,Kollin,Morrison,791-967-3186,elliott.morrison@outlook.com,718 Applegate Avenue,,Minneapolis,MN,49127,23
C00000448,Female,1990-08-15,15,8,1990,1990-08-15,29,472-42-5315,Nova,Adelyn,Richards,315-552-3901,nova.richards@hotmail.com,81 Mill Dr.,,Syracuse,NY,13205,77
C00000450,Male,1973-11-27,27,11,1973,1973-11-27,46,144-40-4152,Jax,Michelangelo,Munoz,185-595-8511,jax.munoz4@outlook.com,8199 Green Hill Street,,Wichita,KS,46812,25
C00000451,Male,1999-04-14,14,4,1999,1999-04-14,20,322-63-5328,Jasper,Rhyder,Jacobs,723-418-4078,jasper.jacobs5@yahoo.com,8641 Tailwater St.,,Portland,OR,47868,12
C00000452,Female,1973-10-22,22,10,1973,1973-10-22,46,792-10-1334,Anastasia,Arabella,Willis,978-199-8125,anastasia.willis@gmail.com,173 Sage Dr.,,Lowell,MA,1853,55
C00000453,Male,1989-07-16,16,7,1989,1989-07-16,30,572-15-9839,Lorenzo,Sanjay,Obrien,383-652-9655,lorenzo.obrien6@gmail.com,16 Marsh St.,,Danbury,CT,40246,67
C00000454,Female,1969-06-15,15,6,1969,1969-06-15,50,872-70-9532,Iris,Summer,Matthews,414-424-4747,iris.matthews@outlook.com,8580 Somerset Ave.,,Bridgeport,CT,43601,38
C00000455,Male,1940-07-26,26,7,1940,1940-07-26,79,697-12-5257,Omar,Tenzin,Lawson,502-764-8294,omar.lawson@gmail.com,285 Blackburn Ave.,,Cranston,RI,40377,68
C00000456,Male,1960-02-28,28,2,1960,1960-02-28,59,746-00-3160,Beckett,Wendell,Franklin,864-899-3917,beckett.franklin@outlook.com,9318 Race Ave.,,Wichita,KS,40440,25
C00000457,Male,1970-09-26,26,9,1970,1970-09-26,49,447-00-6105,Rowan,Zakary,Lynch,267-616-6392,rowan.lynch@gmail.com,743 North York Street,Unit 82,Los Angeles,CA,49810,70
C00000458,Male,1981-07-24,24,7,1981,1981-07-24,38,202-22-7162,Gael,Ammon,Bishop,930-438-1649,gael.bishop@hotmail.com,33 Harrison St.,,Cranston,RI,47473,68
C00000459,Female,1987-07-23,23,7,1987,1987-07-23,32,823-71-9899,Marley,Callie,Chapman,153-294-9111,marley.chapman9@gmail.com,8714 West St.,,Birmingham,AL,44096,32
C00000461,Female,1990-08-13,13,8,1990,1990-08-13,29,561-06-7335,Fiona,Kaitlyn,Lawrence,548-340-9401,fiona.lawrence@gmail.com,9102 Lafayette Rd.,,Cranston,RI,43998,68
C00000462,Male,1990-12-21,21,12,1990,1990-12-21,29,993-77-3308,Corbin,Andrei,Carr,909-733-7191,corbin.carr9@outlook.com,73 Henry Smith Ave.,,Las Vegas,NV,49162,14
C00000463,Male,1964-04-05,5,4,1964,1964-04-05,55,223-53-5917,Waylon,Augustin,Salazar,649-394-9463,waylon.augustin.salazar@gmail.com,48 Hill Field Court,,Bridgeport,CT,44710,38
C00000464,Female,1979-07-30,30,7,1979,1979-07-30,40,473-51-0600,Angela,Ryleigh,Garza,647-833-1347,angela.garza5@gmail.com,906 SW. Fawn Street,,New Orleans,LA,45056,24
C00000465,Male,1972-09-01,1,9,1972,1972-09-01,47,402-82-3106,Myles,Breck,Austin,516-194-9203,myles.austin43@hotmail.com,511 Academy Road,,Indianapolis,IN,41039,5
C00000466,Female,1967-11-19,19,11,1967,1967-11-19,52,563-34-5115,Giselle,Lila,Vargas,212-399-6077,giselle.vargas3@outlook.com,765 Thomas Street,,New York City,NY,10249,1
C00000467,Male,1970-04-17,17,4,1970,1970-04-17,49,976-59-0993,Tanner,Calum,Mendez,212-369-2179,tanner.mendez2@yahoo.com,46 Shub Farm Road,,New York City,NY,10106,1
C00000468,Male,1979-04-27,27,4,1979,1979-04-27,40,250-55-3500,Jorge,Chayton,Gilbert,738-397-9746,jorge.gilbert2@gmail.com,477 St Margarets Ave.,,Philadelphia,PA,46651,72
C00000469,Female,1990-10-13,13,10,1990,1990-10-13,29,719-49-6296,Kate,Daniela,Watkins,617-307-7001,kate.watkins@gmail.com,34 Mulberry Dr.,,Quincy,MA,2269,59
C00000470,Female,1974-04-21,21,4,1974,1974-04-21,45,831-74-8319,Alayna,Arya,Wheeler,655-104-1841,alayna.wheeler@outlook.com,16 E. Acacia Drive,,Boise,ID,49085,30
C00000471,Male,1997-01-11,11,1,1997,1997-01-11,23,502-32-7966,Javier,Conley,Jensen,248-779-0717,javier.jensen4@hotmail.com,8443 Tallwood Dr.,,Portland,ME,41068,44
C00000472,Male,2001-12-27,27,12,2001,2001-12-27,18,753-88-2049,Zion,Damani,Williamson,395-986-3749,zion.williamson5@outlook.com,8359 Thomas Ave.,,Providence,RI,47179,36
C00000473,Female,1959-09-25,25,9,1959,1959-09-25,60,495-98-4074,Lola,Alana,Larson,212-864-3548,lola.larson67@yahoo.com,71 Cooper St.,,New York City,NY,10002,1
C00000474,Male,1969-05-31,31,5,1969,1969-05-31,50,585-57-3176,Andres,Dmitri,Montgomery,570-693-8068,andres.montgomery@gmail.com,57 Briarwood St.,,San Diego,CA,46570,46
C00000476,Female,1967-06-01,1,6,1967,1967-06-01,52,452-66-3211,Lucia,Esther,Carlson,212-794-4478,lucia.carlson@gmail.com,959 South St Margarets Street,,New York City,NY,10008,1
C00000477,Male,1974-07-20,20,7,1974,1974-07-20,45,842-62-0030,Charlie,Eliott,Harvey,212-763-9442,charlie.harvey@outlook.com,7316 School St.,,New York City,NY,10019,1
C00000478,Male,1998-06-21,21,6,1998,1998-06-21,21,217-24-1907,Paxton,Filip,Oliver,778-956-9336,paxton.oliver@gmail.com,7288 E. College Ave.,,Omaha,NE,49054,21
C00000479,Male,1967-08-20,20,8,1967,1967-08-20,52,959-94-0809,Emiliano,Finnigan,Howell,671-446-6566,emiliano.howell@outlook.com,6 W. Poplar Street,,Nashville,TN,43792,11
C00000480,Female,1966-01-24,24,1,1966,1966-01-24,54,478-95-5894,Juliette,Finley,Harper,431-064-8325,juliette.harper@gmail.com,9821 North Cherry Court,,Nashville,TN,44657,11
C00000481,Male,1947-01-22,22,1,1947,1947-01-22,73,565-07-3852,Brooks,Giorgio,Dean,978-718-3993,brooks.dean@hotmail.com,710 Mountainview Lane,Unit 83,Lawrence,MA,1842,69
C00000482,Female,1954-01-22,22,1,1954,1954-01-22,66,149-02-8195,Parker,Gabrielle,George,978-644-5179,parker.george@gmail.com,8759 Augusta Court,,Lawrence,MA,1843,69
C00000483,Male,1964-06-19,19,6,1964,1964-06-19,55,434-28-9066,Zane,Isidro,Hanson,212-451-6206,zane.hanson@gmail.com,6 Pine Rd.,,New York City,NY,10081,1
C00000484,Female,1979-09-13,13,9,1979,1979-09-13,40,715-03-1075,Teagan,Jessica,Greene,322-519-4555,teagan.greene@outlook.com,9957 Annadale Drive,,Anchorage,AK,47970,28
C00000485,Male,1998-05-16,16,5,1998,1998-05-16,21,321-45-5793,Simon,Jaheim,Weber,627-563-5950,simon.jaheim.weber4@gmail.com,7219 Pilgrim Rd.,,Birmingham,AL,46418,32
C00000486,Male,1964-04-12,12,4,1964,1964-04-12,55,184-84-0765,Judah,Jaxsyn,Garrett,478-749-3447,judah.garrett4@gmail.com,84 Canterbury Court,,Cranston,RI,49231,68
C00000487,Female,1942-04-01,1,4,1942,1942-04-01,77,870-84-4251,Sienna,Charlie,Burke,212-457-1985,sienna.burke229@hotmail.com,7165 Strawberry Dr.,,New York City,NY,10018,1
C00000488,Male,1937-08-02,2,8,1937,1937-08-02,82,141-59-6458,Griffin,Konrad,Sims,212-468-9158,griffin.sims115@outlook.com,10 Brickell Avenue,,New York City,NY,10116,1
C00000489,Male,1960-10-07,7,10,1960,1960-10-07,59,800-14-3982,Cody,Landan,Burton,752-960-3642,cody.burton@yahoo.com,903 North Briarwood Ave.,,Manchester,NH,41326,41
C00000490,Male,1970-10-23,23,10,1970,1970-10-23,49,682-56-3538,Gunner,Omer,Fuller,978-477-3144,gunner.fuller@gmail.com,9186 County Dr.,,Lowell,MA,1853,55
C00000491,Male,1986-08-05,5,8,1986,1986-08-05,33,359-61-9415,Dawson,Renzo,Soto,815-185-3445,dawson.soto@gmail.com,8463 West Marlborough Street,,Norwalk,CT,43495,63
C00000492,Male,1955-10-26,26,10,1955,1955-10-26,64,763-30-4675,Israel,Taha,Mccoy,261-720-6997,israel.mccoy@outlook.com,53 High Point Street,,Philadelphia,PA,48468,72
C00000493,Female,1962-06-04,4,6,1962,1962-06-04,57,740-87-4465,Georgia,Stephanie,Guzman,182-279-1817,georgia.guzman48@hotmail.com,340 North Glenholme St.,,Manchester,NH,48988,41
C00000494,Male,2000-05-19,19,5,2000,2000-05-19,19,850-10-1993,Rylan,Treyvon,Welch,212-435-6251,rylan.welch@outlook.com,815 Birchpond Avenue,,New York City,NY,10027,1
C00000495,Female,1957-04-07,7,4,1957,1957-04-07,62,159-60-2882,Hope,Tessa,Morrison,547-198-0119,hope.morrison@yahoo.com,7782 Cedar Swamp Ave.,,Burlington,VT,47870,49
C00000496,Female,1971-05-21,21,5,1971,1971-05-21,48,881-36-9168,Cali,Makenzie,Munoz,297-701-1852,cali.munoz@gmail.com,829 Canterbury Court,Unit 1,Los Angeles,CA,48517,70
C00000497,Male,1973-02-02,2,2,1973,1973-02-02,47,853-54-5941,Gage,Tyrus,Chen,724-706-0295,gage.chen3@gmail.com,486 Newcastle Drive,,Chicago,IL,40836,74
C00000498,Female,1968-01-15,15,1,1968,1968-01-15,52,151-05-4560,Vivienne,Ana,Jacobs,621-599-1002,vivienne.jacobs@outlook.com,33 Rock Creek Drive,,Chicago,IL,48968,74
C00000499,Female,1955-07-08,8,7,1955,1955-07-08,64,380-73-6681,Izabella,Amaya,Obrien,912-317-3735,izabella.obrien@gmail.com,9859 Ridgewood Street,,Albuquerque,NM,46017,18
C00000500,Male,1991-01-06,6,1,1991,1991-01-06,29,811-92-3871,Messiah,Witten,Schultz,212-043-5065,messiah.schultz@outlook.com,991 Euclid Dr.,,New York City,NY,10167,1
C00000501,Male,1957-10-28,28,10,1957,1957-10-28,62,697-79-5484,River,Yusef,Walters,119-114-4883,river.walters@gmail.com,8230 Newport Ave.,Unit 6,Nashua,NH,40333,62
C00000502,Male,1939-12-08,8,12,1939,1939-12-08,80,209-56-6552,Kameron,Abbas,Reid,734-115-6049,kameron.reid@hotmail.com,57 Indian Summer Street,,Seattle,WA,45207,6
C00000503,Male,1979-07-24,24,7,1979,1979-07-24,40,895-88-7659,Stephen,Ayub,Fields,957-435-1122,stephen.fields@gmail.com,8752 Carriage St.,,New Britain,CT,47776,73
C00000504,Male,1999-08-01,1,8,1999,1999-08-01,20,367-34-3350,Francisco,Barron,Walsh,216-336-1409,francisco.walsh@gmail.com,331 North River Ave.,,Providence,RI,42953,36
C00000505,Male,1997-12-21,21,12,1997,1997-12-21,22,409-08-4455,Clayton,Bradlee,Little,264-410-1092,clayton.little@outlook.com,142 East Lafayette Drive,,Oklahoma City,OK,41118,13
C00000506,Male,1966-08-16,16,8,1966,1966-08-16,53,788-24-4398,Zander,Cartier,Fowler,585-038-7241,zander.cartier.fowler@gmail.com,8360 Deerfield Road,,Rochester,NY,14605,75
C00000507,Male,1974-11-16,16,11,1974,1974-11-16,45,864-12-6392,Chance,Eben,Bowman,585-586-3733,chance.bowman@gmail.com,7553 Taylor St.,,Rochester,NY,14606,75
C00000508,Male,1991-04-28,28,4,1991,1991-04-28,28,808-83-8883,Eduardo,Evin,Davidson,407-173-7652,eduardo.davidson@hotmail.com,91 Saxton St.,,Hartford,CT,47128,53
C00000509,Male,2000-05-02,2,5,2000,2000-05-02,19,282-91-8879,Spencer,Flint,May,275-985-0803,spencer.may4@outlook.com,24 Littleton Ave.,,New Britain,CT,42848,73
C00000510,Male,1996-04-15,15,4,1996,1996-04-15,23,165-85-8597,Lukas,Hiro,Day,196-387-2621,lukas.day5@yahoo.com,9790 Brookside Street,,Portland,OR,49831,12
C00000511,Male,1979-02-18,18,2,1979,1979-02-18,40,543-53-5386,Damien,Isael,Schneider,617-197-2688,damien.schneider@gmail.com,163 La Sierra St.,Unit 80,Boston,MA,2131,9
C00000512,Female,1985-08-03,3,8,1985,1985-08-03,34,586-63-8292,Kinley,Alexandria,Lawson,781-842-4510,kinley.lawson6@gmail.com,3 Saxon Court,,Lynn,MA,1904,60
C00000513,Female,1994-01-11,11,1,1994,1994-01-11,26,511-44-7607,Daleyza,Alivia,Franklin,480-963-2030,daleyza.franklin@outlook.com,892 Prince Street,,Washington,DC,49270,8
C00000514,Male,1988-11-15,15,11,1988,1988-11-15,31,869-72-6244,Dallas,Jaiceon,Newman,428-267-9540,dallas.newman7@hotmail.com,7026 Blackburn Lane,,Washington,DC,42514,8
C00000515,Male,1952-05-26,26,5,1952,1952-05-26,67,634-84-5086,Conner,Jarrod,Brewer,212-481-8596,conner.brewer7@outlook.com,170 Bayport Drive,,New York City,NY,10168,1
C00000516,Female,1950-04-27,27,4,1950,1950-04-27,69,605-29-9967,Kylee,Nova,Lynch,212-862-9818,kylee.lynch8@yahoo.com,94C Rockaway Dr.,,New York City,NY,10004,1
C00000517,Male,1985-07-25,25,7,1985,1985-07-25,34,842-39-2596,Travis,Jaziah,Lucas,523-865-2635,travis.lucas@gmail.com,43 South Jefferson Street,Unit 1B,Norwalk,CT,48441,63
C00000518,Female,1999-04-28,28,4,1999,1999-04-28,20,916-82-0897,Jayla,Anastasia,Bishop,303-437-3114,jayla.bishop9@gmail.com,9024 Manor Court,,Houston,TX,42940,54
C00000519,Male,2000-04-13,13,4,2000,2000-04-13,19,455-27-9596,Knox,Johnson,Holland,807-503-5468,knox.holland@outlook.com,7629 Harvard Street,,Albuquerque,NM,47431,18
C00000520,Female,1967-09-27,27,9,1967,1967-09-27,52,678-62-4733,Katelyn,Iris,Carr,429-375-5152,katelyn.carr@gmail.com,406 Bank Avenue,,San Diego,CA,48273,46
C00000521,Male,1995-12-25,25,12,1995,1995-12-25,24,347-31-6162,Raymond,Juancarlos,Wong,978-277-2764,raymond.wong@outlook.com,8255 East Fifth Drive,Apt. 3D,Lawrence,MA,1840,69
C00000522,Female,1976-03-04,4,3,1976,1976-03-04,43,461-16-5816,Juliet,Marley,Salazar,212-937-9000,juliet.salazar@gmail.com,259 Sleepy Hollow St.,,New York City,NY,10105,1
C00000523,Male,1942-12-17,17,12,1942,1942-12-17,77,929-50-1574,Peyton,Juanpablo,Banks,229-651-5918,peyton.banks43@hotmail.com,769 West Main St.,,Bridgeport,CT,49036,38
C00000524,Female,1983-01-02,2,1,1983,1983-01-02,37,359-53-4724,Maggie,Fiona,Austin,975-092-7645,maggie.austin3@gmail.com,481 Indian Spring Lane,,Boise,ID,47090,30
C00000525,Male,1989-08-14,14,8,1989,1989-08-14,30,479-46-9300,Devin,Kharter,Santos,659-887-1102,devin.santos2@gmail.com,470 Rockledge Dr.,,Boise,ID,43947,30
C00000526,Male,1984-02-01,1,2,1984,1984-02-01,36,553-46-4668,Felix,Masiah,Curtis,827-780-8950,felix.curtis2@outlook.com,741 Rockville Drive,,Wilmington,DE,42688,43
C00000527,Female,1986-08-18,18,8,1986,1986-08-18,33,331-74-9105,Dakota,Angela,Mendez,260-428-7959,dakota.angela.mendez@gmail.com,811 Franklin Court,,Wilmington,DE,43183,43
C00000528,Male,1997-02-11,11,2,1997,1997-02-11,22,890-92-6437,Jayceon,Oziel,Pearson,811-416-8245,jayceon.pearson@gmail.com,902 Division Lane,,Jackson,MS,42385,37
C00000529,Male,1998-11-05,5,11,1998,1998-11-05,21,453-06-7797,Collin,Sahil,Delgado,978-210-2726,collin.delgado4@hotmail.com,60 Warren Court,,Lawrence,MA,1841,69
C00000530,Female,1977-09-27,27,9,1977,1977-09-27,42,871-08-1437,Delaney,Giselle,Gilbert,590-134-9737,delaney.gilbert5@outlook.com,94 Arrowhead St.,,Newark,NJ,45816,29
C00000531,Male,1996-10-04,4,10,1996,1996-10-04,23,679-41-3829,Amari,Shayan,Valdez,656-233-8903,amari.valdez67@yahoo.com,58 Piper St.,,San Antonio,TX,48928,27
C00000532,Female,2000-09-03,3,9,2000,2000-09-03,19,964-59-9648,Brynlee,Kate,Jensen,146-816-1910,brynlee.jensen@gmail.com,795 North Court Road,,San Antonio,TX,48987,27
C00000533,Female,1961-05-19,19,5,1961,1961-05-19,58,558-93-5282,Keira,Alayna,Williamson,312-341-6553,keira.williamson@gmail.com,313 Augusta St.,,Houston,TX,47137,54
C00000534,Male,1977-07-22,22,7,1977,1977-07-22,42,226-35-1883,Erick,Tre,Pena,812-480-7540,erick.pena@outlook.com,422 Mountainview Lane,,Chicago,IL,48518,74
C00000535,Male,1957-09-09,9,9,1957,1957-09-09,62,674-11-0161,Cash,Tytan,Rios,127-670-7548,cash.rios@hotmail.com,418 Beacon Street,,Honolulu,HI,49174,26
C00000536,Male,1959-08-25,25,8,1959,1959-08-25,60,938-20-9945,Jaiden,West,Douglas,238-060-6532,jaiden.douglas4@outlook.com,840 Greenrose Drive,Unit 81,Charleston,WV,46660,47
C00000537,Male,1955-01-16,16,1,1955,1955-01-16,65,481-40-3063,Fernando,Wylie,Sandoval,212-626-4188,fernando.sandoval4@yahoo.com,8779 Center Ave.,,New York City,NY,10035,1
C00000538,Female,1968-05-10,10,5,1968,1968-05-10,51,234-88-3465,Camille,Lola,Montgomery,629-687-7315,camille.montgomery229@gmail.com,7471 Lyme Street,,Indianapolis,IN,43147,5
C00000540,Male,1941-07-28,28,7,1941,1941-07-28,78,292-64-0748,Cristian,Zacharias,Barrett,722-912-5618,cristian.barrett115@gmail.com,8006 Victoria Dr.,,Atlanta,GA,47290,19
C00000541,Female,1947-03-09,9,3,1947,1947-03-09,72,830-23-8467,Leila,Lucia,Harvey,425-655-4448,leila.harvey@outlook.com,8803 Grandrose St.,,Atlanta,GA,44316,19
C00000542,Female,1941-02-09,9,2,1941,1941-02-09,78,882-53-4055,Mckenna,Juliette,Oliver,617-382-5056,mckenna.oliver@gmail.com,72 4th Road,Unit 1B,Quincy,MA,2170,59
C00000543,Female,1978-04-15,15,4,1978,1978-04-15,41,492-94-5180,Aniyah,Parker,Howell,429-113-4953,aniyah.howell@outlook.com,662 Cemetery Street,,Nashville,TN,45556,11
C00000544,Male,1968-11-16,16,11,1968,1968-11-16,51,772-86-8434,Josue,Zen,Hopkins,397-071-1073,josue.hopkins@gmail.com,4 Pacific Ave.,,Norwalk,CT,44960,63
C00000545,Female,1993-10-11,11,10,1993,1993-10-11,26,376-33-1454,Noelle,Teagan,Dean,585-725-8251,noelle.dean48@hotmail.com,462 Branch Road,,Rochester,NY,14607,75
C00000546,Male,1973-08-25,25,8,1973,1973-08-25,46,475-29-0215,Keegan,Ashtyn,Keller,128-884-0663,keegan.keller@gmail.com,403 Saxon St.,,Denver,CO,44776,7
C00000547,Male,1969-03-31,31,3,1969,1969-03-31,50,558-89-2630,Garrett,Ciaran,Guerrero,356-838-8356,garrett.guerrero@gmail.com,8444 N. Airport Ave.,,Houston,TX,43203,54
C00000548,Male,1957-12-04,4,12,1957,1957-12-04,62,611-46-6022,Rhett,Davonte,Stanley,716-337-2086,rhett.stanley@outlook.com,72 Dogwood St.,,Burlington,VT,24639,49
C00000550,Male,1981-11-30,30,11,1981,1981-11-30,38,710-36-5232,Ricardo,Dyson,Bates,362-975-5436,ricardo.dyson.bates3@gmail.com,856 East Grandrose St.,,Denver,CO,44749,7
C00000551,Female,1996-07-05,5,7,1996,1996-07-05,23,423-07-5126,Josie,Sienna,Hanson,175-477-7991,josie.hanson@gmail.com,470 Hilltop St.,,Charleston,WV,40614,47
C00000552,Female,1954-05-08,8,5,1954,1954-05-08,65,570-58-2430,Jennifer,Georgia,Weber,212-241-7729,jennifer.weber3@hotmail.com,918 Sheffield Street,,New York City,NY,10128,1
C00000553,Male,1961-04-07,7,4,1961,1961-04-07,58,249-17-7670,Martin,Elyjah,Alvarado,212-246-3190,martin.alvarado@outlook.com,67 Ryan St.,,New York City,NY,10153,1
C00000554,Female,1945-04-19,19,4,1945,1945-04-19,74,855-77-5004,Melissa,Hope,Garrett,314-938-3383,melissa.garrett@yahoo.com,15 Ramblewood St.,,Boise,ID,42289,30
C00000555,Male,1946-10-21,21,10,1946,1946-10-21,73,861-73-7518,Reid,Fitzgerald,Beck,369-179-6952,reid.beck@gmail.com,20 Arch Lane,,Boise,ID,45487,30
C00000556,Male,1966-07-08,8,7,1966,1966-07-08,53,238-66-0709,Seth,Gregorio,Ortega,552-027-6884,seth.ortega@gmail.com,322 South Airport Drive,,Newark,NJ,42736,29
C00000557,Male,1959-07-17,17,7,1959,1959-07-17,60,900-62-4806,Andre,Indiana,Wade,413-209-8227,andre.wade@outlook.com,912 Fifth Ave.,,Springfield,MA,1106,51
C00000558,Female,1940-07-05,5,7,1940,1940-07-05,79,631-63-5022,Gabriela,Cali,Sims,595-293-0717,gabriela.sims@hotmail.com,25 South Smith Store Dr.,,Wilmington,DE,41357,43
C00000559,Female,1992-09-05,5,9,1992,1992-09-05,27,853-23-7824,Allie,Vivienne,Burton,623-188-8766,allie.burton@outlook.com,32 Spring Street,,Birmingham,AL,44947,32
C00000560,Female,1987-12-16,16,12,1987,1987-12-16,32,359-43-7934,Eloise,Izabella,Fuller,617-048-2829,eloise.fuller@yahoo.com,9191 Talbot Dr.,,Somerville,MA,2145,71
C00000561,Female,1982-11-10,10,11,1982,1982-11-10,37,412-07-4931,Cassidy,Kinley,Soto,843-517-1583,cassidy.soto@gmail.com,819 Indian Spring St.,,Chicago,IL,47247,74
C00000562,Female,1995-09-22,22,9,1995,1995-09-22,24,473-58-4262,Jacqueline,Daleyza,Mccoy,113-669-9431,jacqueline.mccoy4@gmail.com,8038 West Walnutwood Street,,Burlington,VT,25158,49
C00000563,Female,1981-09-09,9,9,1981,1981-09-09,38,702-49-8118,Brynn,Kylee,Welch,812-219-4766,brynn.welch@outlook.com,899 Glendale Ave.,,Philadelphia,PA,47295,72
C00000564,Male,1975-01-24,24,1,1975,1975-01-24,45,518-99-8756,Cesar,Jakoby,Estrada,768-177-6036,cesar.estrada@gmail.com,40 Prince Road,,Philadelphia,PA,49375,72
C00000565,Female,1979-07-03,3,7,1979,1979-07-03,40,946-74-3977,Sawyer,Jayla,Chen,734-199-7826,sawyer.chen@outlook.com,85 Linda St.,,Phoenix,AZ,41363,64
C00000566,Female,1966-03-05,5,3,1966,1966-03-05,53,512-66-8798,Evangeline,Katelyn,Schultz,494-754-9832,evangeline.schultz@gmail.com,92 Courtland St.,,Charleston,WV,42620,47
C00000567,Male,1970-05-02,2,5,1970,1970-05-02,49,506-62-2170,Titus,Kavin,Contreras,552-130-8538,titus.contreras7@hotmail.com,306 White St.,,Charleston,WV,48176,47
C00000568,Female,1980-07-19,19,7,1980,1980-07-19,39,792-10-0251,Jordan,Juliet,Walters,923-892-3047,jordan.walters7@gmail.com,62 Hillcrest Road,,Washington,DC,43466,8
C00000569,Male,1982-06-15,15,6,1982,1982-06-15,37,388-85-9770,Donovan,Layden,Barnett,983-117-4618,donovan.barnett8@gmail.com,524 Bedford Lane,,New Britain,CT,45781,73
C00000570,Female,1961-01-31,31,1,1961,1961-01-31,59,595-69-3126,Paris,Maggie,Reid,508-309-4284,paris.reid@outlook.com,328 King Lane,,Fall River,MA,2724,61
C00000571,Male,1944-09-27,27,9,1944,1944-09-27,75,900-97-9451,Manuel,Leander,Caldwell,644-129-3672,manuel.leander.caldwell9@gmail.com,901 Center St.,,Columbus,OH,42547,3
C00000572,Female,1940-08-04,4,8,1940,1940-08-04,79,411-56-8488,Olive,Dakota,Fields,601-619-2413,olive.fields@gmail.com,8745 West Sherwood St.,,Columbus,OH,48752,3
C00000573,Male,1987-08-10,10,8,1987,1987-08-10,32,185-03-3348,Mario,Mckinley,Santiago,978-693-8631,mario.santiago9@hotmail.com,41 N. Myrtle St.,,Lawrence,MA,1842,69
C00000574,Male,1992-12-25,25,12,1992,1992-12-25,27,368-82-1709,Caiden,Mendel,Lambert,212-246-8248,caiden.lambert@outlook.com,564 Ridgewood Rd.,,New York City,NY,10161,1
C00000575,Male,1990-04-04,4,4,1990,1990-04-04,29,349-73-1811,Adriel,Shiv,Powers,508-737-0060,adriel.powers5@yahoo.com,585 West Green Lake Ave.,,Brockton,MA,2303,58
C00000576,Female,1994-05-12,12,5,1994,1994-05-12,25,222-86-5839,Ayla,Delaney,Walsh,508-059-8193,ayla.walsh43@gmail.com,13 North Smoky Hollow St.,,Brockton,MA,2304,58
C00000577,Female,1983-12-05,5,12,1983,1983-12-05,36,143-95-5253,Rosalie,Brynlee,Little,212-696-9766,rosalie.little3@gmail.com,8397 Euclid Court,,New York City,NY,10118,1
C00000578,Female,1997-07-07,7,7,1997,1997-07-07,22,666-76-5074,Kali,Keira,Fowler,587-597-9479,kali.fowler@outlook.com,8872 Primrose Court,,Minneapolis,MN,48913,23
C00000579,Female,1953-05-31,31,5,1953,1953-05-31,66,997-56-2831,Maci,Camille,Bowman,630-979-3498,maci.bowman4@hotmail.com,7369 Ohio Ave.,,Philadelphia,PA,47647,72
C00000581,Female,1969-02-04,4,2,1969,1969-02-04,50,323-84-9328,Gemma,Leila,Davidson,664-810-0008,gemma.davidson229@outlook.com,9593 St Paul Avenue,,Los Angeles,CA,41990,70
C00000582,Male,1970-09-26,26,9,1970,1970-09-26,49,915-52-2991,Kyler,Sylvester,Chambers,212-908-9336,kyler.chambers115@yahoo.com,90 Hilldale Ave.,,New York City,NY,10021,1
C00000583,Female,1985-01-01,1,1,1985,1985-01-01,35,166-37-2922,Lilliana,Mckenna,May,585-371-5009,lilliana.may@gmail.com,300 N. Court Dr.,,Rochester,NY,14608,75
C00000584,Female,1996-05-13,13,5,1996,1996-05-13,23,239-19-5896,Raegan,Aniyah,Day,631-022-6987,raegan.day@gmail.com,4 Ryan Ave.,,Salt Lake City,UT,48224,33
C00000585,Female,1962-02-21,21,2,1962,1962-02-21,57,737-05-8006,Lena,Noelle,Schneider,117-606-4863,lena.schneider@outlook.com,53 Linda Street,,Fargo,ND,42869,40
C00000586,Male,1967-11-03,3,11,1967,1967-11-03,52,138-51-9989,Milo,Syrus,Nunez,989-294-2100,milo.nunez@gmail.com,6 East Hilldale Rd.,,Fargo,ND,45213,40
C00000587,Female,1965-07-08,8,7,1965,1965-07-08,54,234-44-5292,Adelaide,Josie,Newman,804-148-0097,adelaide.newman@outlook.com,508 Yukon Street,Unit 7,Wichita,KS,47773,25
C00000588,Female,1980-10-20,20,10,1980,1980-10-20,39,815-50-6227,Journey,Jennifer,Brewer,508-421-7456,journey.brewer@gmail.com,8188 SE. Selby Lane,,Fall River,MA,2723,61
C00000589,Male,1981-09-17,17,9,1981,1981-09-17,38,957-54-8167,Archer,Willis,Craig,481-328-0761,archer.craig@hotmail.com,7630 Thorne St.,,Cheyenne,WY,41761,45
